,url,id
0,https://www.cdc.gov,0
1,https://www.cdc.gov/flu/highrisk/children.htm,1
2,https://www.cdc.gov/other/language-assistance.html#Tagalog,2
3,https://www.cdc.gov/media/releases/2020/p1119-millions-use-tobacco.html,3
4,https://www.cdc.gov/other/language-assistance.html#Chinese,4
5,https://www.cdc.gov/obesity/index.html,5
6,https://www.cdc.gov/cdctv/,6
7,https://www.cdc.gov/about/organization/mission.htm,7
8,https://www.cdc.gov/other/language-assistance.html#Japanese,8
9,https://www.cdc.gov/coronavirus/2019-nCoV/index.html,9
10,https://www.cdc.gov/Vitalsigns/,10
11,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html,11
12,https://www.cdc.gov/other/language-assistance.html#Japanese//www.cdc.gov/emailupdates/,12
13,https://www.cdc.gov/cdctv//ncird/dvd.html,13
14,https://www.cdc.gov/about/organization/mission.htm/about/leadership/leaders/coo.html,14
15,https://www.cdc.gov/cdctv//cdctv/diseaseandconditions/influenza/fighting-flu-30-sec.html,15
16,https://www.cdc.gov/about/organization/mission.htm/about/organization/orgchart.htm,16
17,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm,17
18,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/php/open-america/key-resources.html,18
19,https://www.cdc.gov/flu/highrisk/children.htm/flu/treatment/caring-for-someone.htm,19
20,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/testing/index.html,20
21,https://www.cdc.gov/other/language-assistance.html#Tagalog/other/mobileprivacypolicy.html,21
22,https://www.cdc.gov/spanish/,22
23,https://www.cdc.gov/other/language-assistance.html#Arabic,23
24,https://www.cdc.gov/copd/index.html,24
25,https://www.cdc.gov/obesity/index.html/obesity/initiatives/codi/childhood-obesity-data-initiative.html,25
26,https://www.cdc.gov/obesity/index.html/obesity/initiatives/commit/index.html,26
27,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2007/jeno-pizza-11-1-2007.html,27
28,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/testing/index.html/coronavirus/2019-ncov/vaccines/index.html,28
29,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/hcp/testing.html,29
30,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm,30
31,https://www.cdc.gov/cdctv//cdctv/diseaseandconditions/vaccination/protect-your-baby.html,31
32,https://www.cdc.gov/cdctv//cdctv/environmentalhealth/quiet-killer-carbon-monoxide.html,32
33,https://www.cdc.gov/about/organization/mission.htm/about/organization/orgchart.htm/about/leadership/leaders/coo.html,33
34,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/diagnosis/clinician_guidance_ridt.htm,34
35,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/vaccination/index.htm,35
36,https://www.cdc.gov/obesity/index.html/obesity/initiatives/commit/index.html/nccdphp/dnpao/division-information/media-tools/index.htm,36
37,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/vaccination/index.htm,37
38,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm,38
39,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/testing/index.html/coronavirus/2019-ncov/symptoms-testing/testing.html,39
40,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html,40
41,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/diagnosis/clinician_guidance_ridt.htm/flu/school-business/travelersfacts.htm,41
42,https://www.cdc.gov/flu/highrisk/children.htm/flu/treatment/caring-for-someone.htm/flu/professionals/diagnosis/labrolesprocedures.htm,42
43,https://www.cdc.gov/flu/highrisk/children.htm/flu/treatment/caring-for-someone.htm/flu/prevent/nasalspray.htm#anchor_1528460157435,43
44,https://www.cdc.gov/media/releases/2020/p1119-millions-use-tobacco.html/media/dpk/index.html,44
45,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2018/o26-09-18/map-esp.html,45
46,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/surveillance.html,46
47,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/hcp/testing.html/coronavirus/2019-ncov/if-you-are-sick/quarantine.html,47
48,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm/flu/vaccines-work/effectiveness-studies.htm,48
49,https://www.cdc.gov/flu/highrisk/children.htm/flu/vaccines-work/vaccine-effectiveness-networks.htm,49
50,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/prevent/vaxdistribution.htm,50
51,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/prevent/vaxdistribution.htm/flu/professionals/diagnosis/index.htm,51
52,https://www.cdc.gov/about/organization/mission.htm/healthcommunication,52
53,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/vaccination/index.htm/flu/weekly/fluviewinteractive.htm,53
54,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/diagnosis/clinician_guidance_ridt.htm/flu/school-business/travelersfacts.htm/flu/prevent/thimerosal.htm,54
55,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/vaccination/index.htm/flu/symptoms/flu-vs-covid19.htm,55
56,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm//www.cdc.gov/emailupdates/,56
57,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm/flu/prevent/whoshouldvax.htm,57
58,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/vaccines-work/effectivenessqa.htm,58
59,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/php/open-america/key-resources.html/coronavirus/2019-ncov/cases-updates/special-populations/index.html,59
60,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/vaccination/index.htm/flu/pdf/freeresources/family/flu-guide-for-parents-2020.pdf,60
61,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/vaccination/index.htm/flu/vaccines-work/2018-2019.html,61
62,https://www.cdc.gov/flu/highrisk/children.htm/flu/treatment/caring-for-someone.htm/flu/professionals/diagnosis/labrolesprocedures.htm/flu/highrisk/index.htm,62
63,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm/flu/prevent/whoshouldvax.htm/flu/highrisk/children-antiviral.htm,63
64,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/cases-updates/hosp-emergency-visits.html,64
65,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/hcp/testing.html/coronavirus/2019-ncov/if-you-are-sick/quarantine.html/coronavirus/2019-ncov/php/open-america/surveillance-data-analytics.html,65
66,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/prevent/vaxdistribution.htm/flu/highrisk/asthma.htm,66
67,https://www.cdc.gov/obesity/index.html/obesity/initiatives/commit/index.html/obesity/data/obesity-and-covid-19.html,67
68,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2007/jeno-pizza-11-1-2007.html/ecoli/2012/o26-02-12/advice-consumers.html,68
69,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/2016/o157h7-09-16/advice-consumers.html,69
70,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/testing/index.html/coronavirus/2019-ncov/symptoms-testing/testing.html/coronavirus/2019-ncov/php/open-america/hd-search/index.html,70
71,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/vaccination/index.htm//search.cdc.gov/search/index.html#advanced,71
72,https://www.cdc.gov/flu/highrisk/children.htm/flu/treatment/caring-for-someone.htm/flu/prevent/nasalspray.htm#anchor_1528460157435/flu/professionals/infectioncontrol/ltc-facility-guidance.htm,72
73,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/weekly/fluviewinteractive.htm,73
74,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/2013/o157h7-11-13/advice-consumers.html,74
75,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/index.htm,75
76,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm/flu/professionals/vaccination/social-media-toolkit.htm,76
77,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm//www.cdc.gov/emailupdates//flu/professionals/infectioncontrol/peri-post-settings.htm,77
78,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/2016/o157h7-09-16/advice-consumers.html/ecoli/2013/o121-03-13/map.html,78
79,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2018/o26-09-18/map-esp.html/ecoli/2012/o26-02-12/advice-consumers.html,79
80,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/2014/o121-05-14/key-resources.html,80
81,https://www.cdc.gov/flu/highrisk/children.htm/flu/treatment/caring-for-someone.htm/flu/prevent/nasalspray.htm#anchor_1528460157435/flu/professionals/infectioncontrol/ltc-facility-guidance.htm/flu/professionals/diagnosis/table-flu-covid19-detection.html,81
82,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/vaccination/index.htm/flu/professionals/diagnosis/clinician_guidance_ridt.htm,82
83,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2018/o26-09-18/map-esp.html/ecoli/2012/o26-02-12/advice-consumers.html/ecoli/2017/o157h7-12-17/epi.html,83
84,https://www.cdc.gov/flu/highrisk/children.htm/flu/vaccines-work/vaccine-effectiveness-networks.htm/flu/highrisk/children.htm,84
85,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/diagnosis/clinician_guidance_ridt.htm/flu/school-business/travelersfacts.htm/flu/prevent/thimerosal.htm/flu/professionals/diagnosis/table-testing-methods.htm,85
86,https://www.cdc.gov/flu/highrisk/children.htm/flu/vaccines-work/vaccine-effectiveness-networks.htm/flu/prevent/thimerosal.htm,86
87,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/prevent/vaxdistribution.htm/flu/spotlights/2009-2010/index.htm,87
88,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/2019-outbreaks.html,88
89,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/index.htm/flu/pastseasons/0910season.htm,89
90,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/vaccines-work/effectivenessqa.htm/flu/weekly/influenza-hospitalization-surveillance.htm,90
91,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/diagnosis/clinician_guidance_ridt.htm/flu/vaccines-work/index.html,91
92,https://www.cdc.gov/flu/highrisk/children.htm/flu/highrisk/people-with-disabilities.htm/flu/professionals/vaccination/index.htm/flu/pdf/freeresources/family/flu-guide-for-parents-2020.pdf/flu/professionals/diagnosis/consider-influenza-testing.htm,92
93,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/vaccination/index.htm/flu/prevent/whoshouldvax.htm,93
94,https://www.cdc.gov/coronavirus/2019-nCoV/index.html/coronavirus/2019-ncov/hcp/testing.html/coronavirus/2019-ncov/if-you-are-sick/quarantine.html/coronavirus/2019-ncov/php/open-america/surveillance-data-analytics.html/coronavirus/2019-ncov/php/open-america/surveillance-data-analytics.html,94
95,https://www.cdc.gov/flu/highrisk/children.htm/flu/treatment/caring-for-someone.htm/flu/professionals/diagnosis/labrolesprocedures.htm/flu/spotlights/2012-2013/children-flu-deaths.htm,95
96,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2018/o26-09-18/map-esp.html/ecoli/2013/o121-03-13/map.html,96
97,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2007/jeno-pizza-11-1-2007.html/ecoli/2017/o157h7-12-17/map.html,97
98,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/2013/o157h7-11-13/advice-consumers.html/ecoli/reporting-timeline.html,98
99,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm//www.cdc.gov/emailupdates//flu/professionals/infectioncontrol/peri-post-settings.htm/flu/prevent/benefit-publications.htm,99
100,https://www.cdc.gov/about/organization/mission.htm/about/resources/index.htm,100
101,https://www.cdc.gov/flu/highrisk/children.htm/flu/professionals/vaccination/index.htm/flu/professionals/diagnosis/clinician_guidance_ridt.htm/flu/prevent/index.html,101
102,https://www.cdc.gov/about/organization/mission.htm/about/leadership/leaders/ostlts.html,102
103,https://www.cdc.gov/ecoli/2020/o157h7-10-20b/index.html/ecoli/2015/o157h7-11-15/signs-symptoms.html/ecoli/2013/o157h7-11-13/advice-consumers.html/ecoli/reporting-timeline.html/ecoli/2014/o121-05-14/advice-consumers.html,103
104,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/professionals/diagnosis/molecular-assays.htm//www.cdc.gov/emailupdates//flu/professionals/infectioncontrol/peri-post-settings.htm/flu/prevent/benefit-publications.htm/flu/pdf/protect/cover_your_cough_Samoan.pdf,104
105,https://www.cdc.gov/flu/prevent/actions-prevent-flu.htm/flu/pdf/protect/vie/covercough_hcp11x17-vietnamese.pdf,105
